ID,SMILES,MW,logP,numAtoms,numRings,numRotBonds,numHDon,numHAcc
DB14746,CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,348.251,1.724,24,1,13,4,6
DB00215,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.164,3.813,24,3,5,0,3
DB00219,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,348.253,3.484,25,2,8,1,3
DB00253,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C,344.235,3.94,25,4,1,1,3
DB00280,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.231,3.362,25,2,8,1,3
DB00294,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,324.209,4.049,24,4,1,1,2
DB00328,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.077,3.927,25,3,4,1,4
DB00408,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,327.114,3.771,23,4,0,0,4
DB00448,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,369.076,3.515,25,3,5,1,4
DB00468,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,324.184,3.173,24,5,4,1,4
DB00527,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.226,3.485,25,2,10,1,4
DB00546,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,351.125,3.333,25,4,3,0,5
DB00605,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,356.088,4.366,25,3,4,1,2
DB00611,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,327.22,3.366,24,5,2,2,3
DB00647,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,339.22,4.276,25,2,8,0,3
DB00683,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.078,4.324,23,4,1,0,3
DB00693,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,332.068,3.666,25,5,0,2,5
DB00715,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,329.143,3.327,24,4,4,1,4
DB00768,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,337.168,3.59,25,3,5,1,3
DB00770,CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)O,354.241,3.475,25,1,13,3,4
DB00777,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,340.161,4.832,24,3,5,0,4
DB00782,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,368.222,4.731,27,3,6,0,3
DB00793,Clc1cc(Cl)c(OCC#CI)cc1Cl,359.837,4.422,14,1,2,0,1
DB00799,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,351.129,4.432,25,3,2,0,4
DB00801,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,352.059,4.086,24,3,2,0,2
DB00813,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.22,4.137,25,3,6,0,2
DB00887,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,364.109,3.037,25,2,8,3,5
DB00896,CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,370.251,4.497,27,4,2,1,3
DB00897,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,342.044,4.234,23,4,1,0,4
DB00908,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,324.184,3.173,24,5,4,1,4
DB00913,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,352.215,3.408,26,3,6,1,4
DB00917,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O,352.225,3.251,25,1,12,3,4
DB00940,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,340.191,3.954,25,3,6,0,3
DB00957,C#CC1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC,369.23,4.715,27,4,2,1,4
DB01039,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.113,4.68,25,2,6,0,4
DB01062,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.23,3.343,26,2,7,1,4
DB01071,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,322.15,4.631,23,6,2,0,3
DB01088,CC#CCC(C)C(O)/C=C/C1C(O)CC2C/C(=C\CCCC(=O)O)CC21,360.23,3.541,26,2,8,3,3
DB01108,CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,329.199,3.467,24,5,0,2,4
DB01113,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.147,3.86,25,3,6,0,5
DB01116,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,365.168,3.656,26,5,4,0,1
DB01129,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,359.13,2.989,25,3,8,1,5
DB01132,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,356.119,3.16,25,3,7,1,5
DB01166,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.216,3.465,27,4,7,1,6
DB01175,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.164,3.813,24,3,5,0,3
DB01182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,341.199,3.241,25,2,11,2,4
DB01185,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,336.21,3.332,24,4,0,2,3
DB01207,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1,366.119,4.124,26,2,8,1,4
DB01227,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,353.235,4.655,26,2,8,0,3
DB01228,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,352.215,4.364,26,3,6,1,3
DB01237,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,333.073,4.117,20,2,6,0,2
DB01240,CCCCCC(O)/C=C/C1C(O)CC2O/C(=C\CCCC(=O)O)CC21,352.225,3.409,25,2,10,3,4
DB01244,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.267,4.83,27,3,10,0,3
DB01393,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.108,3.555,25,2,7,2,3
DB01395,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,366.219,4.306,27,7,0,0,3
DB01403,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,328.161,4.496,23,3,5,0,4
DB01406,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,337.204,4.221,25,5,0,1,3
DB01418,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.09,3.518,26,3,5,1,6
DB01420,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,344.235,4.84,25,4,2,0,3
DB01429,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,322.241,4.392,24,3,8,0,2
DB01433,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,353.235,4.655,26,2,8,0,3
DB01439,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1C,356.192,4.444,25,3,6,0,3
DB01453,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,352.215,3.628,26,3,6,1,3
DB01461,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,327.183,3.072,24,2,8,0,4
DB01470,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,356.192,4.587,25,3,6,0,3
DB01475,CCOC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,353.199,3.258,26,3,7,0,4
DB01489,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,371.104,3.178,26,3,2,0,4
DB01502,CCC(=O)N(CC(C)N(C)CCc1ccccc1)c1ccccc1,324.22,3.993,24,2,8,0,2
DB01514,CC12Cc3nonc3CC1CCC1C2CCC2(C)C1CCC2(C)O,330.231,3.778,24,5,0,1,4
DB01518,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,367.215,3.8,27,3,8,0,4
DB01521,CC12CCC(=O)C(Cl)=C1CCC1C2CCC2(C)C(O)CCC12,322.17,4.446,22,4,0,1,2
DB01522,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,353.235,4.655,26,2,8,0,3
DB01532,CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,336.22,4.135,25,3,5,0,2
DB01545,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,360.068,3.2,25,3,3,1,4
DB01553,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,348.043,3.479,23,4,1,1,3
DB01555,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,353.235,4.655,26,2,8,0,3
DB01557,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,350.236,4.525,26,3,6,0,2
DB01562,CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,323.189,3.784,24,3,5,0,3
DB01570,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C,366.231,3.874,27,3,6,1,3
DB01571,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C,350.236,4.383,26,3,6,0,2
DB01587,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,368.093,3.28,26,4,1,0,3
DB01588,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,324.103,3.934,23,4,3,0,2
DB01591,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,362.199,3.865,27,6,2,0,3
DB01608,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,365.156,4.008,26,4,4,1,5
DB01611,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,335.176,3.783,23,2,9,2,4
DB01614,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,326.145,4.444,23,3,5,0,4
DB01615,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,326.145,4.442,23,3,4,0,4
DB01625,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,353.259,4.112,26,2,8,1,1
DB01628,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,358.054,4.176,24,3,3,0,4
DB01771,N=C(N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl,369.124,4.799,26,4,4,4,3
DB01850,COC(Cc1ccccc1)C(C)/C=C(C)/C=C/C(N)C(C)C(=O)O,331.215,3.431,24,1,9,2,3
DB01958,CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,324.141,4.243,23,3,2,2,5
DB02029,O=C(Nc1ccc(I)cc1)NC1CCCCC1,344.039,3.745,17,2,2,2,1
DB02056,CCCCCC(O)/C=C/C1C(=O)CC(O)C1C/C=C\CCCC(=O)O,352.225,3.251,25,1,12,3,4
DB02080,COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,352.261,4.459,25,1,12,0,4
DB02304,CCCCCC(O)/C=C/C1=C(C/C=C\CCCC(=O)O)C(=O)CC1,334.214,4.345,24,1,12,2,3
DB02383,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,357.065,3.559,24,2,4,1,3
DB02417,Oc1c(Br)cc(Br)cc1Br,327.773,3.68,10,1,0,1,1
DB02506,COC(Cc1ccccc1)C(C)CC(C)CCC(N)C(C)C(=O)O,335.246,3.735,24,1,11,2,3
DB02616,NC(N)=Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1,369.083,3.265,25,4,5,4,6
DB02636,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,357.048,3.042,26,4,3,2,7
DB02643,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)O,336.257,4.262,22,0,15,1,2
DB02766,N#[N+]CC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,324.134,2.946,24,2,7,1,4
DB02833,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,328.074,3.143,23,3,4,2,8
DB02880,CC(NC(=O)c1cc(F)ccc1O)c1ccc(Br)cc1,337.011,3.785,20,2,3,2,2
DB02882,NCc1nnc2ccccc2c1/N=C/C=C(c1ccccc1)c1ccccc1,364.169,4.923,28,4,5,1,4
DB02915,Cc1nc(C)c(-c2ccnc(Nc3ccc(C(F)(F)F)cc3)n2)s1,350.081,4.979,24,3,3,1,5
DB02946,CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,333.045,4.737,20,2,4,1,1
DB02984,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,327.104,4.113,23,3,5,1,6
DB03159,N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1,327.137,4.492,25,4,3,4,2
DB03173,N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)cc2c1,335.163,4.146,25,4,4,4,3
DB03181,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,367.153,3.159,27,3,4,2,6
DB03337,N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,346.143,4.407,26,3,5,4,3
DB03449,N/C(=N\c1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,369.107,4.771,25,3,7,2,3
DB03585,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,324.147,3.493,24,3,5,1,3
DB03781,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,326.011,4.638,21,2,5,1,3
DB03808,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,354.206,3.273,26,2,11,4,4
DB03865,NC(=[NH2+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,362.105,3.325,26,4,3,4,1
DB03866,CCCCCC(/C=C/C1C2CC(OO2)C1C/C=C\CCCC(=O)O)OO,368.22,4.517,26,2,13,2,5
DB03895,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,329.201,4.394,25,3,3,0,1
DB03982,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12,335.079,3.287,25,3,3,2,3
DB04037,Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1,333.055,3.713,22,3,5,1,4
DB04054,CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21,359.176,2.956,26,3,7,1,7
DB04115,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,336.123,3.096,25,5,2,0,4
DB04154,CC(=O)N(C)c1cccc(-c2nnc3ccc(-c4ccccc4)nn23)c1,343.143,3.441,26,4,3,0,5
DB04215,Cc1cc(Br)c(O)c(-c2cc3cc(C(=N)N)ccc3[nH]2)c1,343.032,3.895,21,3,2,4,2
DB04513,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,340.101,3.291,22,2,8,2,3
DB04574,CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,350.119,3.293,24,4,2,1,4
DB04608,O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21,328.085,3.577,25,5,1,3,3
DB04617,[NH3+]CCCCCCCCNc1c2c([nH+]c3ccccc13)CCCC2,327.266,3.527,24,3,9,2,1
DB04662,CCC(CO)Nc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1,370.212,2.908,27,3,8,4,8
DB04702,CC(C)=CCC/C(C)=C/CSP(=O)(O)OP(=O)(O)O,330.046,3.622,19,0,8,3,4
DB04756,O=C(O)c1ccccc1Nc1cc(Cl)c(OOO)c(Cl)c1,328.986,4.219,21,2,5,3,5
DB04770,CCC(CO)Nc1nc(OCc2ccccc2)c2ncn(C(C)C)c2n1,355.201,3.169,26,3,8,2,7
DB04776,CCC(CO)Nc1nc(N(C)Cc2ccccc2)c2ncn(C(C)C)c2n1,368.232,3.226,27,3,8,2,7
DB04797,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,322.123,4.314,24,4,3,0,5
DB04822,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,335.246,3.646,24,1,12,0,4
DB04829,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,323.2,2.906,24,4,3,1,2
DB04831,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,329.952,3.749,20,2,5,1,4
DB04836,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,337.204,4.499,25,3,8,2,2
DB04857,CO/N=C/C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,326.095,4.192,21,3,3,0,3
DB04873,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,369.242,3.666,27,4,6,1,4
DB04886,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,370.178,4.38,27,4,2,1,5
DB04892,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,337.179,3.667,25,4,2,1,4
DB04909,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,343.262,4.866,25,2,11,1,4
DB04942,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,351.183,4.986,26,3,3,2,2
DB04967,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,340.161,4.477,24,3,6,1,4
DB05087,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,332.272,4.985,24,4,1,1,2
DB05107,CC12CCC3C(CCC4CC(O)CCC43C)C1CC(Br)C2=O,368.135,4.333,22,4,0,1,2
DB05137,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,337.204,4.236,25,3,6,1,3
DB05186,CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,330.303,4.683,24,4,9,2,2
DB05223,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,358.237,3.239,26,2,10,2,5
DB05252,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,361.072,4.604,25,3,6,0,6
DB05298,CCOc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)cc1OCC,370.099,4.368,26,3,7,1,6
DB05351,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,369.076,3.515,25,3,5,1,4
DB05501,NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,349.227,3.576,26,4,7,2,4
DB05804,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,368.166,3.706,25,4,2,1,4
DB05824,CSc1cccc(N(C)/C(N)=N/c2cc(SC)ccc2Cl)c1,351.063,4.866,22,2,4,1,3
DB05943,CCOC(=O)C1=CCCCC1S(=O)(=O)Nc1ccc(F)cc1Cl,361.055,3.263,23,2,5,1,4
DB05974,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O,328.167,4.609,24,0,8,2,2
DB06090,O=C(NC1C2CCN(CC2)C1Cc1cccnc1)c1cc2ccccc2o1,361.179,3.263,27,6,4,1,4
DB06156,CCOCC1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,327.116,4.596,21,3,4,0,2
DB06157,CC12CCC3C(CC(=O)C4C/C(=N/OCCN)CCC43C)C1CCC2=O,360.241,3.109,26,4,3,1,5
DB06195,CCC(CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,354.217,3.202,26,3,8,3,7
DB06246,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,372.083,4.032,26,3,4,1,3
DB06280,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,323.112,3.785,24,3,4,1,1
DB06314,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,359.095,3.224,26,5,3,0,8
DB06412,CC12C/C(=C/O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,332.235,4.401,24,4,0,2,3
DB06454,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,348.164,4.371,26,4,5,1,3
DB06457,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,324.175,3.388,24,4,4,2,4
DB06532,CO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OC)cc3)o2)cc1,364.154,3.147,27,3,6,2,5
DB06588,COc1ccc(C2c3ccc(O)cc3OCC2c2ccc(O)cc2)cc1,348.136,4.415,26,4,3,2,4
DB06603,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,349.179,3.327,26,3,7,4,3
DB06618,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,368.246,3.497,27,3,9,0,4
DB06682,COc1ccc2cc(C(C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,347.137,3.484,25,2,9,0,6
DB06685,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,356.093,3.564,25,3,3,1,4
DB06713,C#CC1(O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC,327.22,4.144,24,4,1,2,3
DB06718,CC12Cc3cn[nH]c3CC1CCC1C2CCC2(C)C1CCC2(C)O,328.251,4.118,24,5,0,2,2
DB06736,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,353.022,3.907,23,2,6,2,4
DB06739,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,354.183,4.61,26,2,8,1,3
DB06769,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,357.101,3.265,23,2,9,1,4
DB06793,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,339.22,4.276,25,2,8,0,3
DB06803,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,325.986,3.86,21,2,3,2,4
DB06834,Cn1cc(-c2cc3cccnc3[nH]2)c2cc(C(=O)NC(C)(C)CO)ccc21,362.174,3.222,27,4,4,3,4
DB06847,COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,358.179,3.78,27,3,3,2,5
DB06849,NCc1ccc2c(c1)C1(CCN(C(=O)/C=C/c3ccccc3)CC1)CO2,348.184,3.111,26,4,3,1,3
DB06868,CC(C)CCC(=O)N1CCCC1C(=O)NCc1cccc(Cl)c1,336.16,3.383,23,2,6,1,2
DB06883,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(N)c2)n1,349.19,4.396,26,3,3,3,4
DB06905,COC(Cc1ccccc1)C(C)/C=C(C)/C=C/C(N)C(C)C(=O)O,331.215,3.431,24,1,9,2,3
DB06913,N#CC(C(N)=O)C(S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,357.037,3.017,23,1,4,3,4
DB06932,COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC,334.143,3.426,25,4,2,2,6
DB06948,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,323.175,4.056,24,4,5,2,5
DB06986,O=C(NC1Cc2ccccc2C1O)c1cc2cc(Cl)sc2[nH]1,332.039,3.271,22,4,2,3,3
DB06991,CCC(C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1,346.146,3.274,24,2,6,3,5
DB06992,Cc1ccc(-c2cccc(C(=O)N3CCCC(C)(C)C3)n2)cc1F,326.179,4.458,24,3,2,0,2
DB07014,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F,360.058,3.905,25,4,5,0,7
DB07018,CCc1c(C)[nH]c(=O)c(N(C)CCOC)c1Cc1cccc(C)c1,328.215,3.228,24,2,7,1,3
DB07020,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4ncn[nH]4)cc23)c1)c1ccco1,370.118,3.86,28,5,4,3,5
DB07036,COCc1cc(O)cc2c1OC(c1ccc(O)cc1)C1CC(F)(F)CC21,362.133,4.507,26,4,3,2,4
DB07058,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1,324.068,3.747,23,4,3,1,6
DB07061,Cc1ccc2c(c1)c1c(n2CC(O)CNC2CCCCC2)CCCC1,340.251,4.112,25,4,5,2,3
DB07064,Cc1ccc2c(c1C)CN(C(=O)N(C)C)CC2c1cccc(O)c1,324.184,3.638,24,3,1,1,2
DB07066,O=C(NC1Cc2ccccc2NC1=O)c1cc2cc(Cl)sc2[nH]1,345.034,3.176,23,4,2,3,3
DB07078,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O,332.116,3.889,25,4,3,3,3
DB07082,OC(c1ccc(NCC(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F,341.046,3.973,22,1,3,2,2
DB07085,CC(=O)c1cc(F)c(Cl)cc1NCC(=O)Nc1ccccc1C(=O)O,364.063,3.431,25,2,6,3,4
DB07090,Cc1c(Cl)cccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,334.145,3.768,23,3,3,1,2
DB07107,NC(COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,370.179,4.077,28,4,7,2,4
DB07128,CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12,344.152,4.35,24,3,6,2,6
DB07130,O=C(O)COc1c(C(=O)O)sc(-c2ccccc2)c1Br,355.935,3.339,20,2,5,2,4
DB07140,COc1cc(-c2ccccc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,358.179,3.78,27,3,3,2,5
DB07152,CC(=O)Nc1nc(-c2ccc3nccnc3c2)c(-c2ccc(F)c(C)n2)[nH]1,362.129,3.488,27,4,3,2,5
DB07167,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1,339.158,3.132,25,3,4,2,5
DB07168,CNc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1,360.181,3.672,27,4,7,4,7
DB07175,Cc1ccc(Nc2cc(-c3ccccc3)ncn2)cc1NS(C)(=O)=O,354.115,3.567,25,3,5,2,5
DB07180,CNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,329.093,3.137,23,3,2,3,2
