ID,SMILES,MW,logP,numAtoms,numRings,numRotBonds,numHDon,numHAcc
DB00117,[NH3+]C(Cc1cnc[nH]1)C(=O)[O-],155.069,-2.687,11,1,3,2,3
DB00119,CC(=O)C(=O)O,88.016,-0.34,6,0,1,1,2
DB00120,[NH3+]C(Cc1ccccc1)C(=O)[O-],165.079,-1.41,12,1,3,1,2
DB00121,O=C(O)CCCCC1SCC2NC(=O)NC21,244.088,0.797,16,2,5,3,3
DB00122,C[N+](C)(C)CCO,104.107,-0.315,7,0,2,1,1
DB00123,NCCCCC(N)C(=O)O,146.106,-0.473,10,0,5,3,3
DB00125,NC(N)=[NH+]CCCC(N)C(=O)[O-],174.112,-4.802,12,0,5,4,3
DB00126,O=C1OC(C(O)CO)C(O)=C1O,176.032,-1.407,12,1,2,4,6
DB00127,NCCCNCCCCNCCCN,202.216,-0.357,14,0,11,4,4
DB00128,NC(CC(=O)O)C(=O)O,133.038,-1.127,9,0,3,3,3
DB00129,NCCCC(N)C(=O)O,132.09,-0.863,9,0,4,3,3
DB00130,NC(=O)CCC([NH3+])C(=O)[O-],146.069,-3.388,10,0,4,2,3
DB00133,NC(CO)C(=O)O,105.043,-1.609,7,0,2,3,3
DB00134,CSCCC(N)C(=O)O,149.051,0.151,9,0,4,2,3
DB00135,NC(Cc1ccc(O)cc1)C(=O)O,181.074,0.347,13,1,3,3,3
DB00138,[NH3+]C(CSSCC([NH3+])C(=O)[O-])C(=O)[O-],240.024,-4.911,14,0,7,2,6
DB00139,O=C(O)CCC(=O)O,118.027,-0.064,8,0,3,2,2
DB00141,CC(=O)NC(C=O)C(O)C(O)C(O)CO,221.09,-3.235,15,0,6,5,6
DB00142,[NH3+]C(CCC(=O)O)C(=O)[O-],147.053,-2.788,10,0,4,2,3
DB00145,[NH3+]CC(=O)[O-],75.032,-3.022,5,0,1,1,2
DB00147,Cc1ncc(CO)c(C=O)c1O,167.058,0.4,12,1,2,2,4
DB00148,CN(CC(=O)[O-])C(=N)[NH3+],131.069,-3.155,9,0,2,2,3
DB00149,CC(C)CC(N)C(=O)O,131.095,0.444,9,0,3,2,2
DB00150,NC(Cc1c[nH]c2ccccc12)C(=O)O,204.09,1.122,15,2,3,3,2
DB00151,[NH3+]C(CS)C(=O)[O-],121.02,-2.723,7,0,2,2,3
DB00152,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,265.112,0.608,18,2,4,2,5
DB00155,NC(=O)NCCCC([NH3+])C(=O)[O-],175.096,-3.205,12,0,5,3,3
DB00156,CC(O)C([NH3+])C(=O)[O-],119.058,-3.272,8,0,2,2,3
DB00160,CC([NH3+])C(=O)[O-],89.048,-2.633,6,0,1,1,2
DB00161,CC(C)C([NH3+])C(=O)[O-],117.079,-1.997,8,0,2,1,2
DB00165,Cc1ncc(CO)c(CO)c1O,169.074,0.08,12,1,2,3,4
DB00167,CCC(C)C(N)C(=O)O,131.095,0.444,9,0,3,2,2
DB00168,COC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)[O-],294.122,-2.363,21,1,7,2,5
DB00170,CC1=CC(=O)c2ccccc2C1=O,172.052,2.012,13,2,0,0,2
DB00172,O=C(O)C1CCCN1,115.063,-0.177,8,1,1,2,2
DB00173,Nc1ncnc2nc[nH]c12,135.054,-0.065,10,2,0,2,4
DB00174,NC(=O)CC(N)C(=O)O,132.053,-1.726,9,0,3,3,3
DB00181,NCC(CC(=O)O)c1ccc(Cl)cc1,213.056,1.857,14,1,4,2,2
DB00182,CC(N)Cc1ccccc1,135.105,1.576,10,1,2,1,1
DB00184,CN1CCCC1c1cccnc1,162.116,1.848,12,2,1,0,2
DB00185,CC1OC2(CS1)CN1CCC2CC1,199.103,1.56,13,4,0,0,3
DB00187,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,295.178,1.53,21,1,9,2,5
DB00189,C#CC(O)(/C=C/Cl)CC,144.034,1.513,9,0,2,1,1
DB00190,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,226.095,-0.053,16,1,4,5,5
DB00191,CC(C)(N)Cc1ccccc1,149.12,1.966,11,1,2,1,1
DB00194,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,267.097,-1.98,19,3,2,4,9
DB00196,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,306.104,0.736,22,3,5,1,7
DB00198,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,312.205,1.285,22,1,7,2,5
DB00201,Cn1c(=O)c2c(ncn2C)n(C)c1=O,194.08,-1.029,14,2,0,0,6
DB00202,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.219,0.265,20,0,9,0,4
DB00211,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,254.127,-0.188,18,1,6,3,5
DB00217,C/N=C(\NC)NCc1ccccc1,177.127,0.981,13,1,2,2,1
DB00221,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,239.152,1.908,17,1,5,4,4
DB00226,NC(N)=NCC1COC2(CCCCC2)O1,213.148,0.336,15,2,2,2,3
DB00230,CC(C)CC(CN)CC(=O)O,159.126,1.082,11,0,5,2,2
DB00233,Nc1ccc(C(=O)O)c(O)c1,153.043,0.673,11,1,1,3,3
DB00235,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.075,1.617,16,2,1,1,3
DB00237,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.116,0.795,15,1,3,2,3
DB00241,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.116,0.961,16,1,4,2,3
DB00242,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,285.063,-0.297,19,3,2,3,8
DB00244,Nc1ccc(O)c(C(=O)O)c1,153.043,0.673,11,1,1,3,3
DB00250,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.062,1.684,17,2,2,2,4
DB00252,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.09,1.77,19,3,2,2,2
DB00259,Nc1ccc(S(N)(=O)=O)cc1,172.031,-0.084,11,1,1,2,3
DB00260,NC1CONC1=O,102.043,-1.625,7,1,0,2,3
DB00261,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,254.997,2.117,16,3,0,1,3
DB00262,O=NN(CCCl)C(=O)NCCCl,213.007,1.157,12,0,5,1,3
DB00263,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.068,1.674,18,2,3,2,5
DB00264,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.183,1.613,19,1,9,2,4
DB00272,NCCc1ccn[nH]1,111.08,-0.089,8,1,2,2,2
DB00277,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.065,-1.04,13,2,0,1,5
DB00282,[NH3+]CCC(O)(P(=O)([O-])O)P(=O)(O)O,235.001,-3.012,13,0,4,5,4
DB00295,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,285.136,1.198,21,5,0,2,4
DB00299,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,253.117,-1.307,18,2,5,4,7
DB00306,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,224.116,0.961,16,1,4,2,3
DB00311,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,258.013,1.342,16,2,3,1,5
DB00312,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.132,1.185,16,1,4,2,3
DB00313,CCCC(CCC)C(=O)O,144.115,2.287,10,0,5,1,1
DB00315,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,287.163,1.923,21,3,5,2,3
DB00316,CC(=O)Nc1ccc(O)cc1,151.063,1.351,11,1,1,2,2
DB00318,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,299.152,1.501,22,5,1,1,4
DB00322,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,246.065,-1.684,17,2,2,3,6
DB00327,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,285.136,1.63,21,5,0,1,4
DB00330,CCC(CO)NCCNC(CC)CO,204.184,-0.293,14,0,9,4,4
DB00331,CN(C)C(=N)N=C(N)N,129.101,-1.244,9,0,0,3,1
DB00335,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.163,0.452,19,1,8,3,4
DB00336,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,198.039,0.19,14,1,3,2,5
DB00339,NC(=O)c1cnccn1,123.043,-0.425,9,1,1,1,3
DB00345,Nc1ccc(C(=O)NCC(=O)O)cc1,194.069,0.083,14,1,3,3,3
DB00347,CN1C(=O)OC(C)(C)C1=O,143.058,0.374,10,1,0,0,3
DB00352,Nc1nc(=S)c2[nH]cnc2[nH]1,167.027,0.598,11,2,0,3,4
DB00356,O=c1[nH]c2cc(Cl)ccc2o1,168.993,1.774,11,2,0,1,2
DB00357,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.121,1.353,17,2,2,2,3
DB00359,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.052,0.86,17,2,3,2,5
DB00368,NCC(O)c1ccc(O)c(O)c1,169.074,0.09,12,1,2,4,4
DB00369,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,279.062,-1.662,18,1,6,4,7
DB00371,CCCC(C)(COC(N)=O)COC(N)=O,218.127,0.983,15,0,6,2,4
DB00373,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,316.157,0.502,21,2,6,2,8
DB00379,Cc1cccc(C)c1OCC(C)N,179.131,2.029,13,1,3,1,2
DB00380,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,268.117,-2.708,19,2,3,2,6
DB00384,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,253.108,0.833,19,3,1,3,7
DB00388,CNCC(O)c1cccc(O)c1,167.095,0.645,12,1,3,3,3
DB00389,CCOC(=O)n1ccn(C)c1=S,186.046,1.561,12,1,1,0,5
DB00395,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,260.174,2.023,18,0,7,2,4
DB00397,CC(N)C(O)c1ccccc1,151.1,1.067,11,1,2,2,2
DB00399,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,271.996,-1.115,16,1,4,5,5
DB00411,C[N+](C)(C)CCOC(N)=O,147.113,-0.212,10,0,3,1,2
DB00413,CCCNC1CCc2nc(N)sc2C1,211.114,1.582,14,2,3,2,4
DB00418,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.132,1.351,17,1,5,2,3
DB00419,CCCCN1CC(O)C(O)C(O)C1CO,219.147,-1.454,15,1,4,4,5
DB00422,COC(=O)C(c1ccccc1)C1CCCCN1,233.142,2.085,17,2,3,1,3
DB00423,COc1ccccc1OCC(O)COC(N)=O,241.095,0.53,17,1,6,2,5
DB00426,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.144,0.541,23,2,7,1,9
DB00428,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,265.091,-2.891,18,1,3,5,8
DB00432,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,296.062,-0.804,20,2,2,3,6
DB00437,O=c1ncnc2[nH][nH]cc1-2,136.039,-0.402,10,2,0,2,3
DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.138,1.258,21,2,5,2,7
DB00441,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,263.072,-1.289,18,2,2,3,7
DB00442,C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,277.117,-0.828,20,3,2,4,7
DB00446,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,322.012,0.909,20,1,6,3,5
DB00454,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.157,2.213,18,2,3,0,3
DB00463,CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.1,0.501,14,1,2,1,3
DB00465,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.09,2.291,19,3,3,1,3
DB00467,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.128,0.663,23,3,3,2,6
DB00474,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.132,1.307,19,1,3,1,3
DB00480,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,259.096,0.03,19,3,1,2,4
DB00484,Brc1c(NC2=NCCN2)ccc2nccnc12,291.012,1.763,17,3,1,2,5
DB00488,CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.159,0.07,15,1,3,0,6
DB00489,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.119,1.09,18,1,6,3,4
DB00491,OCCN1CC(O)C(O)C(O)C1CO,207.111,-3.262,14,1,3,5,6
DB00494,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,305.101,1.781,22,1,5,2,6
DB00495,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,267.097,-0.196,19,2,3,2,6
DB00497,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,315.147,1.048,23,5,1,1,5
DB00500,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.105,2.192,19,2,4,1,3
DB00501,C/N=C(\NC#N)NCCSCc1nc[nH]c1C,252.116,0.597,17,1,5,3,4
DB00507,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,307.026,2.229,21,2,4,1,7
DB00513,[NH3+]CCCCCC(=O)[O-],131.095,-1.461,9,0,5,1,2
DB00521,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.179,1.699,21,2,5,3,4
DB00529,O=C(O)P(=O)(O)O,125.972,-0.158,7,0,1,3,2
DB00531,O=P1(N(CCCl)CCCl)NCCCO1,260.025,1.884,14,1,5,1,2
DB00532,CCC1(c2ccccc2)NC(=O)N(C)C1=O,218.106,1.474,16,2,2,1,2
DB00536,N=C(N)N,59.048,-1.161,4,0,0,3,1
DB00544,O=c1[nH]cc(F)c(=O)[nH]1,130.018,-0.798,9,1,0,2,2
DB00545,CN(C)C(=O)Oc1ccc[n+](C)c1,181.097,0.572,13,1,1,0,2
DB00548,O=C(O)CCCCCCCC(=O)O,188.105,1.886,13,0,8,2,2
DB00550,CCCc1cc(=O)[nH]c(=S)[nH]1,170.051,1.385,11,1,2,2,2
DB00551,CC(=O)NO,75.032,-0.488,5,0,0,2,2
DB00552,OCC1OC(n2cnc3c2NC=NCC3O)CC1O,268.117,-0.989,19,3,2,4,8
DB00555,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,255.008,2.01,16,2,1,2,5
DB00566,O=C(O)C(S)C(S)C(=O)O,181.971,-0.248,10,0,3,4,4
DB00576,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,270.025,1.23,17,2,3,2,6
DB00583,C[N+](C)(C)CC(O)CC(=O)[O-],161.105,-1.806,11,0,4,1,3
DB00592,C1CNCCN1,86.084,-0.821,6,1,0,2,2
DB00593,CCC1(C)CC(=O)NC1=O,141.079,0.449,10,1,1,1,2
DB00594,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,229.048,-1.292,15,1,1,4,5
DB00599,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.109,1.35,16,1,4,2,3
DB00609,CCc1cc(C(N)=S)ccn1,166.056,1.278,11,1,2,1,2
DB00610,CC(N)C(O)c1cccc(O)c1,167.095,0.773,12,1,2,3,3
DB00614,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,225.039,0.974,16,2,3,0,6
DB00617,CCC1(C)OC(=O)N(C)C1=O,157.074,0.764,11,1,1,0,3
DB00627,O=C(O)c1cccnc1,123.032,0.78,9,1,1,1,2
DB00629,NC(N)=N/N=C/c1c(Cl)cccc1Cl,230.013,1.601,14,1,2,2,2
DB00630,[NH3+]CCCC(O)(P(=O)([O-])O)P(=O)(O)O,249.017,-2.622,14,0,5,5,4
DB00631,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,303.053,-0.349,20,3,2,3,8
DB00634,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.041,0.094,14,1,2,2,4
DB00640,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,267.097,-1.98,19,3,2,4,9
DB00649,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,224.08,-0.709,16,2,2,2,5
DB00651,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,254.102,-2.213,18,2,3,2,8
DB00659,CC(=O)NCCCS(=O)(=O)O,181.041,-0.6,11,0,4,2,3
DB00660,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,221.105,1.791,16,2,3,1,3
DB00664,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,280.063,0.868,19,2,4,2,6
DB00668,CNCC(O)c1ccc(O)c(O)c1,183.09,0.351,13,1,3,4,4
DB00669,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,295.135,1.321,20,2,6,2,3
DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.034,1.738,17,1,4,2,3
DB00674,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,287.152,1.85,21,4,1,1,4
DB00692,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc([O-])c2)cc1,281.153,0.289,21,3,4,2,3
DB00697,Clc1ccc2nsnc2c1NC1=NCCN1,253.019,1.716,16,3,1,2,6
DB00698,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.034,0.073,17,2,3,1,6
DB00703,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,236.004,-1.424,14,1,1,1,6
DB00709,Nc1ccn(C2CSC(CO)O2)c(=O)n1,229.052,-0.594,15,2,2,2,7
DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,319.095,0.5,19,0,9,5,4
DB00711,CCN(CC)C(=O)N1CCN(C)CC1,199.168,0.696,14,1,2,0,2
DB00720,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,243.886,0.431,11,0,2,4,2
DB00721,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.152,1.767,17,1,6,1,4
DB00723,COc1ccc(OC)c(C(O)C(C)N)c1,211.121,1.084,15,1,4,2,4
DB00727,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],227.003,-1.02,15,0,8,0,9
DB00733,CN1C=CC=C/C1=C\[NH+]=O,137.071,-0.31,10,1,1,1,2
DB00745,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,273.082,2.01,19,2,5,1,2
DB00752,NC1CC1c1ccccc1,133.089,1.501,10,2,1,1,1
DB00754,CCN1C(=O)NC(c2ccccc2)C1=O,204.09,1.299,15,2,2,1,2
DB00763,Cn1cc[nH]c1=S,114.025,1.083,7,1,0,1,2
DB00765,CC(N)(Cc1ccc(O)cc1)C(=O)O,195.09,0.737,14,1,3,3,3
DB00766,O=C(O)C1/C(=C/CO)OC2CC(=O)N21,199.048,-1.096,14,2,2,2,4
DB00779,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.085,1.423,17,2,2,1,4
DB00780,NNCCc1ccccc1,136.1,0.692,10,1,3,2,2
DB00787,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,225.086,-1.332,16,2,4,3,7
DB00791,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,251.023,0.347,15,1,5,2,3
DB00794,CCC1(c2ccccc2)C(=O)NCNC1=O,218.106,0.538,16,2,2,2,2
DB00797,c1ccc(CC2=NCCN2)cc1,160.1,1.231,12,2,2,1,2
DB00805,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,298.179,2.196,22,3,5,1,5
DB00806,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.138,0.193,20,2,5,0,7
DB00809,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,284.152,2.206,21,2,6,1,3
DB00811,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,244.081,-3.011,17,2,3,4,8
DB00816,CC(C)NCC(O)c1cc(O)cc(O)c1,211.121,1.129,15,1,4,4,4
DB00819,CC(=O)Nc1nnc(S(N)(=O)=O)s1,221.988,-0.856,13,1,2,2,6
DB00824,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,194.08,-0.177,14,2,2,2,4
DB00827,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,262.059,0.843,19,3,2,1,6
DB00828,CC1OC1P(=O)(O)O,138.008,-0.091,8,1,1,2,2
DB00830,CC1NCCOC1c1ccccc1,177.115,1.736,13,2,1,1,2
DB00832,CN1C(=O)CC(c2ccccc2)C1=O,189.079,1.159,14,2,1,0,2
DB00839,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.13,1.774,21,2,3,2,4
DB00847,[NH3+]CC[S-],77.03,-1.225,4,0,1,1,1
DB00848,c1ccc(C2CN3CCSC3=N2)cc1,204.072,2.146,14,3,1,0,3
DB00849,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,246.1,1.043,18,2,2,1,3
DB00852,CNC(C)C(O)c1ccccc1,165.115,1.328,12,1,3,2,2
DB00853,Cn1nnc2c(C(N)=O)ncn2c1=O,194.055,-2.078,14,2,1,1,7
DB00855,[NH3+]CC(=O)CCC(=O)[O-],131.058,-2.672,9,0,4,1,3
DB00856,OCC(O)COc1ccc(Cl)cc1,202.04,1.072,13,1,4,2,3
DB00859,CC(C)(S)C([NH3+])C(=O)[O-],149.051,-1.945,9,0,2,2,3
DB00863,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.141,1.459,21,1,10,2,7
DB00866,C=CCc1ccccc1OCC(O)CNC(C)C,249.173,2.153,18,1,8,2,3
DB00871,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,225.136,1.519,16,1,3,4,4
DB00874,COc1ccccc1OCC(O)CO,198.089,0.427,14,1,5,2,4
DB00879,Nc1nc(=O)n(C2CSC(CO)O2)cc1F,247.043,-0.455,16,2,2,2,7
DB00880,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,294.949,0.13,17,2,1,2,5
DB00883,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,236.028,-1.062,16,2,4,0,8
DB00884,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,283.001,-0.374,17,1,4,5,4
DB00885,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,228.076,0.183,17,3,1,1,6
DB00888,CN(CCCl)CCCl,155.027,1.396,8,0,4,0,1
DB00891,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,249.057,1.465,17,2,3,2,4
DB00898,CCO,46.042,-0.001,3,0,0,1,1
DB00900,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,236.091,-0.211,17,3,2,2,6
DB00907,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,303.147,1.868,22,3,3,0,5
DB00909,NS(=O)(=O)Cc1noc2ccccc12,212.026,0.616,14,2,2,1,4
DB00911,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.063,0.534,16,1,5,0,6
DB00914,NC(N)=N/C(N)=N/CCc1ccccc1,205.133,-0.183,15,1,3,3,1
DB00915,NC12CC3CC(CC(C3)C1)C2,151.136,1.914,11,4,0,1,1
DB00916,Cc1ncc([N+](=O)[O-])n1CCO,171.064,0.092,12,1,3,1,5
DB00922,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,280.107,1.362,21,2,3,2,6
DB00928,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,244.081,-3.168,17,2,2,4,9
DB00936,O=C(O)c1ccccc1O,138.032,1.09,10,1,1,2,2
DB00943,Nc1ccn(C2CCC(CO)O2)c(=O)n1,211.096,-0.505,15,2,2,2,6
DB00945,CC(=O)Oc1ccccc1C(=O)O,180.042,1.31,13,1,2,1,3
DB00949,NC(=O)OCC(COC(N)=O)c1ccccc1,238.095,0.961,17,1,5,2,4
DB00951,NNC(=O)c1ccncc1,137.059,-0.315,10,1,1,2,3
DB00953,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.164,1.912,20,3,5,1,4
DB00956,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,299.152,1.933,22,5,1,0,4
DB00960,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.152,1.906,18,2,6,3,3
DB00964,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,244.028,1.947,15,2,1,3,4
DB00968,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,211.084,0.442,15,1,3,4,4
DB00974,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.091,-2.071,20,0,11,4,6
DB00979,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,291.183,2.18,21,2,6,1,4
DB00981,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,275.163,1.774,20,3,1,1,4
DB00987,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,243.086,-2.563,17,2,2,4,8
DB00988,NCCc1ccc(O)c(O)c1,153.079,0.599,11,1,2,3,3
DB00992,COC(=O)CCC(=O)CN,145.074,-0.533,10,0,4,1,4
DB00993,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,277.038,1.146,19,3,3,1,8
DB00996,[NH3+]CC1(CC(=O)[O-])CCCCC1,171.126,-0.681,12,1,3,1,2
DB00998,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.137,1.344,18,3,2,3,2
DB00999,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,296.964,-0.351,17,2,1,3,5
DB01001,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.152,1.306,17,1,4,4,4
DB01004,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,255.097,-1.971,18,2,5,4,8
DB01005,NC(=O)NO,76.027,-0.956,5,0,0,3,2
DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.023,-0.281,14,0,7,0,6
DB01010,CC[N+](C)(C)c1cccc(O)c1,166.123,1.979,12,1,2,1,1
DB01015,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.052,1.366,17,2,3,2,5
DB01018,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,245.012,1.336,15,1,2,2,1
DB01019,CC(C[N+](C)(C)C)OC(N)=O,161.128,0.176,11,0,3,1,2
DB01020,O=[N+]([O-])OC1COC2C(O)COC12,191.043,-1.278,13,2,2,1,6
DB01028,COC(F)(F)C(Cl)Cl,163.961,2.029,8,0,2,0,1
DB01031,C#CC1(OC(N)=O)CCCCC1,167.095,1.418,12,1,1,1,2
DB01032,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.103,2.196,19,1,7,1,3
DB01033,S=c1nc[nH]c2nc[nH]c12,152.016,1.015,10,2,0,2,3
DB01034,C/C=C/C/C=C/CCC(=O)C1OC1C(N)=O,223.121,1.111,16,1,7,1,3
DB01035,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.168,1.34,17,1,6,2,3
DB01037,C#CCN(C)C(C)Cc1ccccc1,187.136,2.183,14,1,4,0,1
DB01041,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.064,0.088,19,3,1,1,4
DB01042,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,304.075,1.925,19,1,8,2,3
