ChEMBL ID,Smiles
CHEMBL93645,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL1201243,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I
CHEMBL1200335,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL46286,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
CHEMBL3989581,Cl.Cl.Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O
CHEMBL516476,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O
CHEMBL849,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
CHEMBL2063090,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1
CHEMBL780,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
CHEMBL1187724,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
CHEMBL1908307,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21
CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
CHEMBL1091250,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
CHEMBL2104356,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1
CHEMBL70046,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br
CHEMBL420,N=C(N)N/N=C/c1c(Cl)cccc1Cl
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
CHEMBL776,CC(C)NCC(O)c1cc(O)cc(O)c1
CHEMBL1200841,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
CHEMBL427216,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
CHEMBL446,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
CHEMBL1474963,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1
CHEMBL376140,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CHEMBL277522,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
CHEMBL1237135,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl
CHEMBL1201046,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
CHEMBL1200539,O=C([O-])[O-].[Ca+2]
CHEMBL3989833,CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
CHEMBL1653,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O
CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
CHEMBL1256841,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
CHEMBL1200527,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
CHEMBL976,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CHEMBL1201288,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
CHEMBL1200392,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
CHEMBL1594,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
CHEMBL1202,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL1692,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
CHEMBL1134,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
CHEMBL459324,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
CHEMBL1200330,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl
CHEMBL231884,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
CHEMBL3237547,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
CHEMBL569,CCN(CC)CCOC(=O)c1ccc(N)cc1
CHEMBL1664,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL937,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
CHEMBL1272,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
CHEMBL1200332,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl
CHEMBL509924,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
CHEMBL1200903,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+]
CHEMBL1256818,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O
CHEMBL2142890,CC(=O)NC(CCC(=O)O)C(=O)O
CHEMBL1697751,CC(C)Nc1ncccn1.O=P(O)(O)O
CHEMBL1237104,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl
CHEMBL1201271,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
CHEMBL1190,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
CHEMBL2303621,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C.Cl.Cl
CHEMBL1286,CC[C@@H](C(N)=O)N1CCCC1=O
CHEMBL1161681,O=NO
CHEMBL1201242,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21
CHEMBL502835,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
CHEMBL2338675,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2
CHEMBL1200803,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
CHEMBL298470,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
CHEMBL3301603,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O
CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21
CHEMBL2107703,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1.O=[N+]([O-])O
CHEMBL254857,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
CHEMBL1200878,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
CHEMBL1241951,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
CHEMBL1371200,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+]
CHEMBL1201204,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
CHEMBL1089,NNCCc1ccccc1
CHEMBL1584,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O
CHEMBL1201173,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
CHEMBL282052,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
CHEMBL1987462,CCCCNCC(O)c1ccc(O)cc1
CHEMBL1484251,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1
CHEMBL1200455,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
CHEMBL1564,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl
CHEMBL1149,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
CHEMBL1200393,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl
CHEMBL59,NCCc1ccc(O)c(O)c1
CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
CHEMBL1160819,N
CHEMBL1234,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
CHEMBL2021424,O=S(=O)([O-])[O-].[K+].[K+]
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
CHEMBL1201198,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
CHEMBL1200592,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL918,NC(=O)NC(=O)Cc1ccccc1
CHEMBL1446,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
CHEMBL1560089,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1
CHEMBL1221,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
CHEMBL2021430,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
CHEMBL3988900,[O-2].[Zn+2]
CHEMBL1200778,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl
CHEMBL1387,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
CHEMBL530,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
CHEMBL1170,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2106419,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
CHEMBL1488,Oc1ncc(N(CCCl)CCCl)c(O)n1
CHEMBL1463,Nc1nc(=O)[nH]cc1F
CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1
CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1
CHEMBL1208646,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O
CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL1511957,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
CHEMBL1908377,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
CHEMBL1607480,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl
CHEMBL4297067,O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21
CHEMBL3989698,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O
CHEMBL2364738,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Mg+2]
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
CHEMBL2104095,C[N+](C)(C)CCO.O=C([O-])c1ccccc1O
CHEMBL2105611,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
CHEMBL1201261,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I
CHEMBL1200543,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O
CHEMBL1201,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
CHEMBL1200828,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1
CHEMBL1208155,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F
CHEMBL1200625,[89Sr+2].[Cl-].[Cl-]
CHEMBL1200768,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+]
CHEMBL1640,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
CHEMBL1863513,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
CHEMBL412873,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1
CHEMBL2105950,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
CHEMBL1265,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL1201335,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
CHEMBL2145077,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CHEMBL94454,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
CHEMBL2103875,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
CHEMBL1200928,CC(=O)[O-].CC(=O)[O-].[Zn+2]
CHEMBL1200474,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl
CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
CHEMBL95889,C[N+](C)(C)CC(=O)O
CHEMBL2105740,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+]
CHEMBL1106,NC1=NCC2c3ccccc3Cc3ccccc3N12
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
CHEMBL1086,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
CHEMBL215645,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O
CHEMBL16080,CC(Cl)(Cl)Cl
CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
CHEMBL1493,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
CHEMBL3989551,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl.O
CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
CHEMBL559,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
CHEMBL499808,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
CHEMBL1201218,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1
CHEMBL2107797,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
CHEMBL2023895,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
CHEMBL2146083,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O.O=S(=O)(O)O
CHEMBL168815,CC1OC2(CS1)CN1CCC2CC1
CHEMBL3707334,O[B-]1(O)OO[B-](O)(O)OO1
CHEMBL3989510,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl
CHEMBL5095050,CCCCCCCCCCCCOS(=O)(=O)O.CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
CHEMBL3183184,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
CHEMBL925,N[C@@H](Cc1ccc(O)cc1)C(=O)O
CHEMBL2096637,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O.C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
CHEMBL2062262,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1
CHEMBL3187365,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
CHEMBL3833322,O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3].[Mg+2]
CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
CHEMBL502109,CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CHEMBL4297064,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl
CHEMBL3989768,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
CHEMBL2146161,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O
CHEMBL1256696,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1
CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1
CHEMBL1201057,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+]
CHEMBL42403,OB(O)O
CHEMBL959,CC(N)C12CC3CC(CC(C3)C1)C2
CHEMBL1200929,O=S(=O)([O-])[O-].[Zn+2]
CHEMBL600,CC(=O)N[C@@H](CS)C(=O)O
CHEMBL1200759,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
CHEMBL1201174,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O
CHEMBL695,CN1C(=O)OC(C)(C)C1=O
CHEMBL1046,NCCCCCC(=O)O
CHEMBL3989750,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
CHEMBL1200832,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl
CHEMBL3544906,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl
CHEMBL3707372,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(C)C
CHEMBL544,COc1ccc(O)cc1
CHEMBL1200880,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
CHEMBL3833358,Oc1c(Cl)cc(Cl)c2cccnc12.Oc1c(Cl)ccc2cccnc12.Oc1ccc(Cl)c2cccnc12
